0,0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0,M9jdC2pgcCg;YnEqzGDzdBs;Ox3uCTh2aiU;sbeaqMGJeSs;N8SPKBwZ400;ud4B8ylpixA;8YEhb7oIlW8;vIA18bvUE2Y;9D9A_MJiaRU;21ioqLs1sW8;21ioqLs1sW8;S1V2-Q_CqIk;iRHolD3EwFY;
1,0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1,hk8F4cKu2T0;AgHkFEAgnHQ;jCXo5N6bVs0;Makkvx7fKF8;Z6Un0gm4IXw;sYQJA9RwQ5E;hk8F4cKu2T0;jTwH2QfAOk0;ycggQnysIrU;JXwJNaFGDBk;YV3nYuCPebY;H9kVcu8AYZI;lODLa9jT9vM;YhEE3u8hb0Q;y8RlxyyvZvE;8pu-8iGd0r4;
2,1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0,HIcZTBg-T_I;XzaHjFg0WDo;Z0AFzVQVaCA;1FzsrTizbvU;N8SPKBwZ400;JXwJNaFGDBk;ycggQnysIrU;zmJIhDunXLI;q9kGWtZoQD8;Z6Un0gm4IXw;K-dppA6x79A;
3,1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0,jyLwBrTB6ag;ZqE7wsufTxw;9D9A_MJiaRU;OMTvvHyJ4uM;xcvfLKNJwGM;aozHTZF1jD8;HRxjtjKEMJA;1b_BYkdATz0;xhq6_dVEmE8;vhZ2ounU-Wc;ieEeHV5AqAE;0hMMjRrbMpY;BzsACLNoPRs;Wplr5AoqWS4;O3ZadwAaa0A;O3ZadwAaa0A;r0m05uYM3P4;i_UESmeuOVc;S1V2-Q_CqIk;wHWH0bWgCDc;0mJBqSyLZg8;78HY511mTlA;MDC6owjjC1w;H9kVcu8AYZI;VtiW0qzwMLI;ycggQnysIrU;S1V2-Q_CqIk;lA4-1qIupvs;5CPGbqETHiA;jN27oBUAyJg;Z0AFzVQVaCA;q9kGWtZoQD8;E5zGWqxB-mk;ItE6HZCFIP0;NKBFAJrZaxo;1b_BYkdATz0;TfnO5AdJv1A;xcvfLKNJwGM;N0ho3PgSKDE;lhZaF4THyyk;D08f9g1ALSo;KUSwsB-bmAY;hk8F4cKu2T0;y8RlxyyvZvE;BWiAX6DSLlc;rExD2BlD18k;E5zGWqxB-mk;
4,0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0,q0moZniusco;BzsACLNoPRs;vMhcKsLtxUQ;MrDFF2DFNsM;zYO1eYc1it4;--C_O5tEeBE;-xmRItBap9E;dUIMFQ8N_Yw;BWiAX6DSLlc;TtMxU6vLPBk;gk_KVhU8bhQ;WWpgA9aDb1U;KUSwsB-bmAY;BmMe8b6MedI;I4Wj9A8RjM8;dV48igkT6-k;AgHkFEAgnHQ;6RJcu_BGiRY;v61w_BtcFdU;bjg0C9o1avM;ud4B8ylpixA;3q_lqOapuAU;I4Wj9A8RjM8;hDFxV2fEcU0;DtItIMXfQbg;7Sv300vGsIA;hk8F4cKu2T0;8pu-8iGd0r4;Eo7y1gEeVXE;0hMMjRrbMpY;0RrKGbZXTGI;VtiW0qzwMLI;
5,0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0,FEVPQjacBVA;xl2cG-TK8PE;lhZaF4THyyk;BmMe8b6MedI;C7AnG2dLcDQ;f5qfh0jtKeU;5CPGbqETHiA;dUIMFQ8N_Yw;1L0thGYKU3Y;bjg0C9o1avM;XtUw8FC5X_o;BWiAX6DSLlc;6RJcu_BGiRY;7KryOoCXqk8;SyPuw-CwquQ;7Sv300vGsIA;HRxjtjKEMJA;dV48igkT6-k;vkWWMFrjsSU;
6,1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1,N8SPKBwZ400;C7AnG2dLcDQ;owlEjWV0DJE;mIcgsiiv6ME;SyPuw-CwquQ;yJRBTK8qoAU;f5qfh0jtKeU;f5qfh0jtKeU;y-siS09We6c;HRxjtjKEMJA;HIcZTBg-T_I;RBgcyNqLoog;9D9A_MJiaRU;WWpgA9aDb1U;8YEhb7oIlW8;KUSwsB-bmAY;igeL26LZh-M;Eln4R8aJQ84;ji9F3lz_ygo;nb-BrPY3yXg;I4Wj9A8RjM8;-1gaLPNgqQ0;MDC6owjjC1w;wxwNSwUZd4s;y-siS09We6c;lA4-1qIupvs;a_L0Dg1Zoro;yiN_NUbkTa0;3q_lqOapuAU;aozHTZF1jD8;iRHolD3EwFY;wxwNSwUZd4s;ff0WxbW7NMc;_kH5bObjSow;d6czs-mgZ0s;xcvfLKNJwGM;k6cEJZg5H6E;5QcsbeoXHPM;tYA77Jbz4-w;Z0AFzVQVaCA;N0ho3PgSKDE;XD4FKd9Zhzo;fp0dS7SJ50E;
7,0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0,H-Vvz0y3E-c;BWiAX6DSLlc;q9kGWtZoQD8;OMTvvHyJ4uM;RBgcyNqLoog;_kH5bObjSow;y-siS09We6c;VENIvnNADP8;lODLa9jT9vM;dV48igkT6-k;S1V2-Q_CqIk;Wplr5AoqWS4;XbguThOPoEM;giZ-IAU8KQ0;TD9G7Ak8eBo;BmMe8b6MedI;ff0WxbW7NMc;
8,1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0,NKBFAJrZaxo;1qLteQOMAEY;Makkvx7fKF8;Makkvx7fKF8;iGHjT1iOgBc;k3QZly1ZSus;mIcgsiiv6ME;wQ74eORekYo;w1xWM9wa0OI;SCtNYoGVSus;NQXu92CU2Bs;GnXSArHBkH0;0RrKGbZXTGI;-1gaLPNgqQ0;
9,1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0,1b_BYkdATz0;iHVkT1GQfAs;iRHolD3EwFY;VtiW0qzwMLI;zYO1eYc1it4;hgG8C6G0hYg;ZqE7wsufTxw;MSVk_ojpyHo;78HY511mTlA;I76K0lIcTLU;DgDcVTJ8LvM;K-dppA6x79A;I4Wj9A8RjM8;BWiAX6DSLlc;hgG8C6G0hYg;ff0WxbW7NMc;5CPGbqETHiA;--C_O5tEeBE;iJupNWxYk1Y;FEVPQjacBVA;GZBsYSnfZ_Y;-lncZmd2wRo;vIA18bvUE2Y;y-siS09We6c;zXjRfxVxQn4;jEkpST0vSbg;21ioqLs1sW8;BfNQ1pf-y4U;8pu-8iGd0r4;dV48igkT6-k;I76K0lIcTLU;-xmRItBap9E;xP_I2xSQcYI;Ox3uCTh2aiU;BfNQ1pf-y4U;kuPYzNWvdM4;nb-BrPY3yXg;6qSryQ2ZrWU;vIA18bvUE2Y;wsy1FXwwGgY;ufsoggarrJ0;5BM-VaMxgEU;yN7WRmqekMY;iGHjT1iOgBc;
